interface,intf_op_status,vrf,ip_address
ge-0/1/7.1258,down,vpnmonitor,inet,5.125.43.21/30
ge-0/1/7.1259,down,Ministry-Council,inet,172.25.11.1/30
ge-0/1/7.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/7.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/7.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/7.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/7.12100,down,MOI-D17-new,inet,10.5.0.125/30
ge-0/1/7.13108,down,vpnmonitor,inet,5.119.50.85/30
ge-0/1/7.13218,down,vpnmonitor,inet,5.120.92.93/30
ge-0/1/7.13219,down,vpnmonitor,inet,5.7.40.5/30
ge-0/1/7.13326,down,vpnmonitor,inet,5.120.39.53/30
ge-0/1/8.400,down,default,inet,10.40.72.73/29
ge-0/1/8.941,down,TE-MSAN,inet,10.9.154.89/29
ge-0/1/8.942,down,TE-MNGT,inet,10.239.51.73/29
ge-0/1/8.943,down,SIP-MSAN,inet,10.9.154.89/29
ge-0/1/8.1101,down,default,inet,172.17.195.225/30
ge-0/1/8.1102,down,vpnmonitor,inet,5.125.44.137/30
ge-0/1/8.1111,down,EBI,inet,20.0.1.1/30
ge-0/1/8.1112,down,vpnmonitor,inet,5.119.49.161/30
ge-0/1/8.1126,down,vpnmonitor,inet,5.2.40.5/30
ge-0/1/8.1130,down,EBI,inet,10.0.1.1/30
ge-0/1/8.1131,down,vpnmonitor,inet,5.125.15.157/30
ge-0/1/8.1135,down,default,inet,172.17.146.37/30
ge-0/1/8.1136,down,vpnmonitor,inet,5.125.16.49/30
ge-0/1/8.1160,down,GadwaBorsa,inet,100.1.8.234/30
ge-0/1/8.1161,down,vpnmonitor,inet,5.120.146.25/30
ge-0/1/8.1162,down,GadwaBorsa,inet,100.1.8.238/30
ge-0/1/8.1163,down,sa,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/8.1164,down,GadwaMakasa,inet,172.16.129.5/30
ge-0/1/8.1165,down,vpnmonitor,inet,5.120.146.229/30
ge-0/1/8.1166,down,GadwaMakasa,inet,172.16.129.9/30
ge-0/1/8.1167,down,vpnmonitor,inet,5.120.148.189/30
ge-0/1/8.1201,down,vpnmonitor,inet,5.125.0.117/30
ge-0/1/8.1202,down,sci,inet,172.17.112.9/30
ge-0/1/8.1222,down,default,inet,172.17.139.193/30
ge-0/1/8.1225,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/8.1236,down,vpnmonitor,inet,5.125.28.5/30
ge-0/1/8.1237,down,default,inet,172.17.34.61/30
ge-0/1/8.1255,down,takaful,inet,172.17.10.1/30
ge-0/1/8.1256,down,vpnmonitor,inet,5.120.8.49/30
ge-0/1/8.1260,down,SAIB-L3,inet,10.100.250.29/30
ge-0/1/8.1261,down,vpnmonitor,inet,5.120.224.9/30
ge-0/1/8.1263,down,SAIB-L3,inet,10.100.251.29/30
ge-0/1/8.1264,down,vpnmonitor,inet,5.120.224.57/30
ge-0/1/8.1343,down,watany-ebc,inet,172.18.156.9/30
ge-0/1/8.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/8.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/8.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/8.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/1/8.13215,down,gadwamist_internet,inet,192.168.88.1/30
ge-0/1/8.13216,down,vpnmonitor,inet,5.120.146.81/30
ge-0/1/8.13217,down,gadwamist_internet,inet,192.168.88.5/30
ge-0/1/8.13218,down,vpnmonitor,inet,5.120.146.93/30
ge-0/1/8.13227,down,gadwamist,inet,192.168.87.5/30
ge-0/1/8.13337,down,tawfeek-cbe,inet,172.50.228.2/30
ge-0/1/8.13338,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/8.13505,down,default,inet,172.17.21.153/30
ge-0/1/8.13506,down,vpnmonitor,inet,5.119.89.41/30
ge-0/1/8.13570,down,at-cbe,inet,172.50.239.2/30
ge-0/1/8.13665,down,EBI,inet,**** IP INTERFACE WITH NO IP ****
ge-0/1/8.13711,down,vpnmonitor,inet,5.120.95.25/30
ge-0/1/8.13764,down,watany-iscore,inet,192.168.107.1/30
ge-0/1/8.13830,down,hsbc,inet,172.19.1.194/30
ge-0/1/8.13831,down,vpnmonitor,inet,5.120.81.197/30
ge-0/2/0.400,down,default,inet,10.40.198.145/29
ge-0/2/0.941,down,TE-MSAN,inet,10.9.154.121/29
ge-0/2/0.942,down,TE-MNGT,inet,10.239.51.105/29
ge-0/2/0.943,down,SIP-MSAN,inet,10.9.154.121/29
ge-0/2/0.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/0.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/0.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/0.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/2.2163,down,Delta-Insurance,inet,172.30.30.1/30
ge-0/2/2.3594,down,mo3az,inet,5.125.44.213/30
ge-0/2/2.3618,down,default,inet,172.17.208.65/30
ge-0/2/2.12297,down,vpnmonitor,inet,5.120.221.221/30
ge-0/2/4.1164,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/5.710,down,default,inet,10.158.52.18/30
ge-0/2/6.400,down,default,inet,10.41.104.185/29
ge-0/2/6.942,down,TE-MNGT,inet,10.237.52.89/29
ge-0/2/6.943,down,SIP-MSAN,inet,10.9.155.105/29
ge-0/2/6.945,down,TE-VOICE,inet,10.42.230.41/29
ge-0/2/6.1101,down,hsbc,inet,172.19.1.242/30
ge-0/2/6.1102,down,vpnmonitor,inet,5.119.51.53/30
ge-0/2/6.1105,down,arabbank,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/6.1106,down,vpnmonitor,inet,5.120.198.129/30
ge-0/2/6.1107,down,vpnmonitor,inet,5.125.44.157/30
ge-0/2/6.1109,down,gawazat,inet,10.1.1.30/30
ge-0/2/6.1110,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/6.1111,down,citc,inet,110.1.150.9/30
ge-0/2/6.1112,down,citcn,inet,120.1.150.9/30
ge-0/2/6.1113,down,citc,inet,110.3.150.9/30
ge-0/2/6.1114,down,vpnmonitor,inet,5.8.40.1/30
ge-0/2/6.1117,down,vpnmonitor,inet,5.120.63.105/30
ge-0/2/6.1120,down,vpnmonitor,inet,5.120.197.189/30
ge-0/2/6.1121,down,XSCED,inet,10.200.180.1/30
ge-0/2/6.1122,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/6.1123,down,Finance-Ministry,inet,172.234.28.97/30
ge-0/2/6.1124,down,vpnmonitor,inet,5.121.15.149/30
ge-0/2/6.1156,down,fawry,inet,172.16.3.5/30
ge-0/2/6.1157,down,default,inet,172.17.211.33/30
ge-0/2/6.1162,down,SCED,inet,172.16.15.1/30
ge-0/2/6.1190,down,vpnmonitor,inet,5.125.55.89/30
ge-0/2/6.1191,down,vpnmonitor,inet,5.125.55.117/30
ge-0/2/6.1201,down,aliaa-mist,inet,192.168.87.9/30
ge-0/2/6.1202,down,vpnmonitor,inet,5.120.148.165/30
ge-0/2/6.1269,down,vpnmonitor,inet,5.125.41.253/30
ge-0/2/6.1270,down,SCED,inet,172.18.32.1/30
ge-0/2/6.1271,down,vpnmonitor,inet,5.125.43.1/30
ge-0/2/6.1272,down,SCED,inet,172.18.33.1/30
ge-0/2/6.1273,down,vpnmonitor,inet,5.125.43.5/30
ge-0/2/6.1274,down,SCED,inet,172.18.34.1/30
ge-0/2/6.1275,down,default,inet,172.17.192.221/30
ge-0/2/6.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/6.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/6.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/6.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/7.400,down,default,inet,10.41.104.193/29
ge-0/2/7.942,down,TE-MNGT,inet,10.237.52.97/29
ge-0/2/7.943,down,SIP-MSAN,inet,10.9.155.113/29
ge-0/2/7.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/7.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/7.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/7.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/8.400,down,default,inet,10.41.104.201/29
ge-0/2/8.942,down,TE-MNGT,inet,10.237.52.105/29
ge-0/2/8.943,down,SIP-MSAN,inet,10.9.155.121/29
ge-0/2/8.945,down,TE-VOICE,inet,10.42.226.97/29
ge-0/2/8.1101,down,alex-bank,inet,10.50.24.1/30
ge-0/2/8.1102,down,vpnmonitor,inet,5.119.54.249/30
ge-0/2/8.1103,down,default,inet,172.17.219.13/30
ge-0/2/8.1104,down,vpnmonitor,inet,5.120.249.177/30
ge-0/2/8.1105,down,PBDAC,inet,172.16.202.1/30
ge-0/2/8.1106,down,vpnmonitor,inet,5.120.43.1/30
ge-0/2/8.1107,down,default,inet,172.17.176.93/30
ge-0/2/8.1109,down,bisco,inet,172.16.30.1/30
ge-0/2/8.1110,down,vpnmonitor,inet,5.120.224.133/30
ge-0/2/8.1115,down,Finance-Ministry,inet,172.234.119.161/30
ge-0/2/8.1116,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1120,down,npo,inet,173.50.110.1/30
ge-0/2/8.1121,down,vpnmonitor,inet,5.120.241.65/30
ge-0/2/8.1130,down,Finance-Ministry,inet,172.234.144.113/30
ge-0/2/8.1131,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1147,down,default,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1148,down,vpnmonitor,inet,5.120.62.173/30
ge-0/2/8.1150,down,Finance-Ministry,inet,172.234.102.1/30
ge-0/2/8.1151,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1155,down,Finance-Ministry,inet,172.234.141.81/30
ge-0/2/8.1156,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1180,down,Finance-Ministry,inet,173.21.40.1/30
ge-0/2/8.1181,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1185,down,Finance-Ministry,inet,172.234.152.49/30
ge-0/2/8.1186,down,Nagy3,inet,**** IP INTERFACE WITH NO IP ****
ge-0/2/8.1207,down,vpnmonitor,inet,5.120.224.121/30
ge-0/2/8.1208,down,bisco,inet,172.16.31.1/30
ge-0/2/8.1248,down,default,inet,172.17.30.153/30
ge-0/2/8.1249,down,vpnmonitor,inet,5.125.254.110/30
ge-0/2/8.1250,down,default,inet,172.17.220.221/30
ge-0/2/8.1251,down,vpnmonitor,inet,5.125.254.125/30
ge-0/2/8.1263,down,vpnmonitor,inet,5.125.1.73/30
ge-0/2/8.1265,down,default,inet,172.17.115.53/30
ge-0/2/8.1273,down,mld,inet,172.20.111.1/30
ge-0/2/8.1274,down,vpnmonitor,inet,5.120.110.45/30
ge-0/2/8.1286,down,default,inet,172.17.199.181/30
ge-0/2/8.1287,down,vpnmonitor,inet,5.119.62.105/30
ge-0/2/8.1288,down,default,inet,172.17.184.33/30
ge-0/2/8.1289,down,default,inet,172.17.185.1/30
ge-0/2/8.1290,down,vpnmonitor,inet,5.125.37.193/30
ge-0/2/8.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/8.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/8.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/8.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/8.11118,down,Finance-Ministry,inet,172.234.137.65/30
ge-0/2/8.13000,down,DHCP,inet,97.0.110.1/24
ge-0/2/8.13752,down,ens-main-vpn,inet,172.16.130.1/30
ge-0/2/8.13753,down,vpnmonitor,inet,5.119.47.209/30
ge-0/2/8.13765,down,ens-main-vpn,inet,172.16.110.1/30
ge-0/2/8.13769,down,ens-main-vpn,inet,172.16.120.1/30
ge-0/2/8.13770,down,vpnmonitor,inet,5.120.253.165/30
ge-0/2/9.400,down,default,inet,10.42.40.97/29
ge-0/2/9.942,down,TE-MNGT,inet,10.237.52.121/29
ge-0/2/9.943,down,SIP-MSAN,inet,10.9.155.137/29
ge-0/2/9.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/9.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/9.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/9.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/2/9.3300,down,YALLA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/0.400,down,default,inet,10.41.244.53/30
ge-0/3/0.941,down,TE-MSAN,inet,10.8.202.145/29
ge-0/3/0.942,down,TE-MNGT,inet,10.238.52.1/29
ge-0/3/0.943,down,SIP-MSAN,inet,10.8.202.145/29
ge-0/3/0.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/0.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/0.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/1.400,down,default,inet,10.41.11.105/29
ge-0/3/1.942,down,TE-MNGT,inet,10.237.52.17/29
ge-0/3/1.943,down,SIP-MSAN,inet,10.9.155.33/29
ge-0/3/1.1101,down,barclays,inet,172.25.152.1/30
ge-0/3/1.1102,down,vpnmonitor,inet,5.63.40.5/30
ge-0/3/1.1103,down,Gamma,inet,172.16.200.1/30
ge-0/3/1.1104,down,vpnmonitor,inet,5.120.221.49/30
ge-0/3/1.1150,down,abc,inet,10.40.146.1/30
ge-0/3/1.1151,down,vpnmonitor,inet,5.120.103.65/30
ge-0/3/1.1166,down,Delta-Insurance,inet,172.17.151.21/30
ge-0/3/1.1174,down,default,inet,172.17.4.97/30
ge-0/3/1.1175,down,vpnmonitor,inet,5.125.53.145/30
ge-0/3/1.1190,down,vpnmonitor,inet,5.125.20.253/30
ge-0/3/1.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/1.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/1.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/1.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/2.400,down,default,inet,10.41.50.217/29
ge-0/3/2.942,down,TE-MNGT,inet,10.238.51.233/29
ge-0/3/2.943,down,SIP-MSAN,inet,10.9.154.249/29
ge-0/3/2.945,down,TE-VOICE,inet,10.41.254.225/29
ge-0/3/2.1101,down,default,inet,172.17.168.157/30
ge-0/3/2.1102,down,vpnmonitor,inet,5.125.27.193/30
ge-0/3/2.1103,down,Delta-Insurance,inet,172.16.151.57/30
ge-0/3/2.1104,down,vpnmonitor,inet,5.119.22.25/30
ge-0/3/2.1105,down,Mohandes-Insurance,inet,172.16.100.1/30
ge-0/3/2.1106,down,vpnmonitor,inet,5.119.65.69/30
ge-0/3/2.1107,down,sci,inet,172.16.57.1/30
ge-0/3/2.1108,down,vpnmonitor,inet,5.120.71.241/30
ge-0/3/2.1111,down,vpnmonitor,inet,5.120.226.41/30
ge-0/3/2.1113,down,vpnmonitor,inet,5.120.226.45/30
ge-0/3/2.1114,down,ceramica,inet,172.16.128.9/30
ge-0/3/2.1115,down,tamenat,inet,172.30.7.110/30
ge-0/3/2.1116,down,vpnmonitor,inet,5.120.124.25/30
ge-0/3/2.1120,down,default,inet,172.17.12.149/30
ge-0/3/2.1121,down,vpnmonitor,inet,5.125.51.169/30
ge-0/3/2.1130,down,default,inet,172.17.131.229/30
ge-0/3/2.1131,down,vpnmonitor,inet,5.125.7.213/30
ge-0/3/2.1132,down,EHFC-iscore,inet,192.168.97.1/30
ge-0/3/2.1133,down,vpnmonitor,inet,5.125.50.25/30
ge-0/3/2.1134,down,PCCW-Qatar,inet,10.73.13.30/30
ge-0/3/2.1150,down,Pyramids-Pyramids,inet,10.20.20.1/30
ge-0/3/2.1151,down,vpnmonitor,inet,5.125.5.217/30
ge-0/3/2.1161,down,ceramica-showroom,inet,172.16.1.5/30
ge-0/3/2.1162,down,vpnmonitor,inet,5.125.54.185/30
ge-0/3/2.1170,down,BM,inet,172.29.180.161/30
ge-0/3/2.1171,down,BM,inet,172.29.176.57/30
ge-0/3/2.1172,down,Alfa-LAB,inet,172.16.55.1/30
ge-0/3/2.1173,down,Alfa-LAB,inet,172.16.82.1/30
ge-0/3/2.1175,down,credit,inet,172.20.1.165/30
ge-0/3/2.1176,down,audibank,inet,172.20.46.37/30
ge-0/3/2.1177,down,vpnmonitor,inet,5.125.59.217/30
ge-0/3/2.1178,down,vpnmonitor,inet,5.125.20.225/30
ge-0/3/2.1179,down,HDB,inet,70.254.81.1/30
ge-0/3/2.1207,down,vpnmonitor,inet,5.120.102.9/30
ge-0/3/2.1231,down,vpnmonitor,inet,5.119.44.77/30
ge-0/3/2.1232,down,default,inet,172.17.161.177/30
ge-0/3/2.1233,down,vpnmonitor,inet,5.125.22.221/30
ge-0/3/2.1234,down,default,inet,172.17.161.181/30
ge-0/3/2.1283,down,Pyramids-MIST,inet,172.19.0.1/30
ge-0/3/2.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/2.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/2.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/2.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/2.13101,down,oriflame,inet,172.16.190.1/30
ge-0/3/2.13103,down,oriflame,inet,172.16.190.5/30
ge-0/3/2.13104,down,vpnmonitor,inet,5.120.75.57/30
ge-0/3/2.13105,down,vpnmonitor,inet,5.120.226.177/30
ge-0/3/2.13110,down,seif,inet,172.19.180.1/30
ge-0/3/2.13111,down,vpnmonitor,inet,5.120.184.237/30
ge-0/3/2.13151,down,default,inet,172.17.34.85/30
ge-0/3/2.13152,down,vpnmonitor,inet,5.120.24.233/30
ge-0/3/2.13153,down,Basmatio,inet,172.16.22.1/30
ge-0/3/2.13154,down,vpnmonitor,inet,5.120.62.9/30
ge-0/3/2.13155,down,takivita,inet,172.16.139.17/30
ge-0/3/2.13156,down,vpnmonitor,inet,5.119.41.113/30
ge-0/3/2.13179,down,vpnmonitor,inet,5.120.79.249/30
ge-0/3/2.13180,down,vpnmonitor,inet,5.5.40.1/30
ge-0/3/2.13195,down,vpnmonitor,inet,5.120.72.17/30
ge-0/3/2.13201,down,Pyramids-MCDR,inet,172.172.172.1/30
ge-0/3/2.13202,down,vpnmonitor,inet,5.120.102.201/30
ge-0/3/2.13203,down,nourmist,inet,172.16.16.1/30
ge-0/3/2.13204,down,vpnmonitor,inet,5.120.102.217/30
ge-0/3/2.13205,down,Pyramids-EGX,inet,100.1.8.50/30
ge-0/3/2.13206,down,vpnmonitor,inet,5.120.102.225/30
ge-0/3/2.13236,down,vpnmonitor,inet,5.120.146.5/30
ge-0/3/2.13364,down,BM,inet,5.120.153.165/30
ge-0/3/2.13369,down,ADIBBANK,inet,192.168.251.126/30
ge-0/3/2.13370,down,vpnmonitor,inet,5.120.150.225/30
ge-0/3/3.400,down,default,inet,10.41.9.121/29
ge-0/3/3.942,down,TE-MNGT,inet,10.237.52.1/29
ge-0/3/3.943,down,SIP-MSAN,inet,10.9.155.17/29
ge-0/3/3.1170,down,Finance-Ministry,inet,172.30.30.105/30
ge-0/3/3.1171,down,vpnmonitor,inet,5.120.253.61/30
ge-0/3/3.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/3.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/3.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/3.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/3.13101,down,finance-atm,inet,172.30.143.113/30
ge-0/3/3.13102,down,vpnmonitor,inet,5.100.42.1/30
ge-0/3/3.13103,down,MOAD-ECC,inet,172.17.4.1/30
ge-0/3/3.13104,down,vpnmonitor,inet,5.120.172.109/30
ge-0/3/3.13105,down,jic,inet,172.16.18.1/30
ge-0/3/3.13106,down,vpnmonitor,inet,5.119.77.225/30
ge-0/3/4.400,down,default,inet,10.40.165.241/29
ge-0/3/4.942,down,TE-MNGT,inet,10.238.51.193/29
ge-0/3/4.943,down,SIP-MSAN,inet,10.9.154.209/29
ge-0/3/4.945,down,TE-VOICE,inet,10.41.255.193/29
ge-0/3/4.1101,down,sakka,inet,192.168.100.2/30
ge-0/3/4.1102,down,sakka,inet,5.120.54.145/30
ge-0/3/4.1114,down,default,inet,5.125.51.65/30
ge-0/3/4.1120,down,Finance-Ministry,inet,172.234.161.33/30
ge-0/3/4.1121,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1122,down,Finance-Ministry,inet,172.234.161.49/30
ge-0/3/4.1123,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1132,down,vpnmonitor,inet,5.120.240.97/30
ge-0/3/4.1133,down,default,inet,172.17.213.57/30
ge-0/3/4.1135,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1136,down,Finance-Ministry,inet,172.234.161.1/30
ge-0/3/4.1137,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1138,down,Finance-Ministry,inet,172.234.161.17/30
ge-0/3/4.1144,down,Finance-Ministry,inet,172.234.130.193/30
ge-0/3/4.1145,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1150,down,default,inet,172.17.33.177/30
ge-0/3/4.1151,down,vpnmonitor,inet,172.17.139.181/30
ge-0/3/4.1156,down,vpnmonitor,inet,5.125.48.173/30
ge-0/3/4.1158,down,vpnmonitor,inet,5.125.48.225/30
ge-0/3/4.1160,down,vpnmonitor,inet,5.125.47.241/30
ge-0/3/4.1179,down,Dawaay,inet,172.17.18.21/30
ge-0/3/4.1202,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/4.1203,down,MFF,inet,172.17.10.9/30
ge-0/3/4.1224,down,vpnmonitor,inet,5.120.165.45/30
ge-0/3/4.1225,down,vpnmonitor,inet,5.120.40.89/30
ge-0/3/4.1226,down,MI,inet,172.18.0.1/30
ge-0/3/4.1227,down,default,inet,172.17.126.253/30
ge-0/3/4.1234,down,vpnmonitor,inet,5.125.49.13/30
ge-0/3/4.1235,down,default,inet,172.17.202.101/30
ge-0/3/4.1236,down,vpnmonitor,inet,5.125.49.17/30
ge-0/3/4.1237,down,default,inet,172.17.204.65/30
ge-0/3/4.1238,down,vpnmonitor,inet,5.125.49.21/30
ge-0/3/4.1239,down,default,inet,172.17.204.69/30
ge-0/3/4.1240,down,default,inet,172.17.206.105/30
ge-0/3/4.1247,down,council,inet,172.17.1.1/30
ge-0/3/4.1248,down,Wa7sh,inet,5.125.43.137/30
ge-0/3/4.1249,down,council,inet,172.17.10.1/30
ge-0/3/4.1250,down,Wa7sh,inet,5.125.43.141/30
ge-0/3/4.1260,down,Pastaweesy,inet,173.17.1.1/30
ge-0/3/4.1261,down,sakka,inet,172.17.139.181/30
ge-0/3/4.1270,down,default,inet,172.17.222.57/30
ge-0/3/4.1271,down,kady,inet,172.17.139.181/30
ge-0/3/4.1281,down,Dawaay,inet,172.16.3.1/30
ge-0/3/4.1290,down,default,inet,172.17.209.13/30
ge-0/3/4.1291,down,vpnmonitor,inet,5.125.54.37/30
ge-0/3/4.1300,down,ITS-Free-Zone,inet,172.28.1.1/30
ge-0/3/4.1743,down,vpnmonitor,inet,5.120.244.233/30
ge-0/3/4.2205,down,vpnmonitor,inet,5.125.44.37/30
ge-0/3/4.2206,down,vpnmonitor,inet,5.125.44.33/30
ge-0/3/4.2207,down,default,inet,172.17.194.53/30
ge-0/3/4.2208,down,default,inet,172.17.179.89/30
ge-0/3/4.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/4.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/4.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/4.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/4.13101,down,Dawaay,inet,172.16.50.1/30
ge-0/3/4.13102,down,vpnmonitor,inet,5.120.237.241/30
ge-0/3/6.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/7.800,down,credit,inet,172.20.1.9/30
ge-0/3/8.3701,down,N_S1_MME_Untrust,inet,10.96.0.73/30
ge-0/3/8.3702,down,N_S1_U_Untrust,inet,10.96.16.73/30
ge-0/3/8.3703,down,N_OAM,inet,10.96.32.73/30
ge-0/3/8.3704,down,N_SYNC,inet,10.96.48.73/30
ge-0/3/8.3705,down,N_X2_eNB,inet,10.96.64.73/30
ge-0/3/9.400,down,default,inet,10.41.50.241/29
ge-0/3/9.942,down,TE-MNGT,inet,10.238.51.249/29
ge-0/3/9.943,down,SIP-MSAN,inet,10.9.155.9/29
ge-0/3/9.1101,down,mcitoffices,inet,10.254.20.25/30
ge-0/3/9.1130,down,Finance-Ministry,inet,172.234.153.209/30
ge-0/3/9.1131,down,vpnmonitor,inet,**** IP INTERFACE WITH NO IP ****
ge-0/3/9.1180,down,vpnmonitor,inet,5.120.37.185/30
ge-0/3/9.1208,down,default,inet,172.17.32.29/30
ge-0/3/9.1209,down,vpnmonitor,inet,5.120.4.209/30
ge-0/3/9.1289,down,Egypt-Gas,inet,172.17.3.1/30
ge-0/3/9.2300,down,ETISALAT-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/9.2550,down,VODA-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/9.2800,down,NOOR-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/9.3050,down,ORANGE-VPLS-BITSTREAM,vpls,**** NON IP INTERFACE ****
ge-0/3/9.13105,down,default,inet,172.17.32.25/30
ge-0/3/9.13106,down,vpnmonitor,inet,5.120.4.213/30
ge-1/0/0.400,down,default,inet,10.40.212.65/29
