vMX2,lo0.0,10.100.2.2/32
vMX2,ge-0/0/3.0,172.10.24.1/30
vMX2,lo0.16384,127.0.0.1/32
vMX2,em0.0,192.10.0.102/24
vMX2,ge-0/0/2.500,10.10.2.1/30
vMX2,ge-0/0/0.0,172.10.12.2/30
vMX2,em1.0,172.16.0.1/16
vMX2,lo0.16385,128.0.0.4/32
vMX2,ge-0/0/1.0,172.10.23.1/30
