vMX3,lo0.0,10.100.3.3/32
vMX3,ge-0/0/1.0,172.10.23.2/30
vMX3,lo0.16384,127.0.0.1/32
vMX3,ge-0/0/4.100,10.123.100.1/24
vMX3,em0.0,192.10.0.103/24
vMX3,ge-0/0/2.500,10.10.1.1/30
vMX3,lo0.16385,128.0.0.4/32
vMX3,em1.0,172.16.0.1/16
vMX3,ge-0/0/0.0,172.10.13.2/30
vMX3,ge-0/0/4.200,10.123.200.1/24
