vMX1,ge-0/0/2.0,172.10.14.1/30
vMX1,lo0.0,10.100.1.1/32
vMX1,ge-0/0/3.0,172.10.15.1/30
vMX1,em0.0,192.10.0.101/24
vMX1,lo0.16384,127.0.0.1/32
vMX1,ge-0/0/0.0,172.10.12.1/30
vMX1,em1.0,172.16.0.1/16
vMX1,lo0.16385,128.0.0.4/32
vMX1,ge-0/0/1.0,172.10.13.1/30
